GDALT,NE,DNE,TR,DTR,UT1_UNIX,AZM,ELM,TIME,COR_NE
606.95,5.72895e+10,8.58635e+09,1.7467,0.4267,1.50474e+09,359.45,30,2017-09-06 23:39:57.600,1.57357e+11
639.42,3.40964e+10,9.51444e+09,0.6972,0.4827,1.50474e+09,359.45,30,2017-09-06 23:39:57.600,5.78684e+10
673.65,4.65121e+10,1.11076e+10,1.9441,0.7383,1.50474e+09,359.45,30,2017-09-06 23:39:57.600,1.36936e+11
706.79,1.24397e+10,2.77649e+09,0.01,0.0316,1.50474e+09,359.45,30,2017-09-06 23:39:57.600,1.25641e+10
742.54,3.91397e+10,1.22665e+09,4.3651,0.1356,1.50474e+09,359.45,30,2017-09-06 23:39:57.600,2.09988e+11
764.05,8.54325e+09,8.53861e+08,6.4964,0.6476,1.50474e+09,359.45,30,2017-09-06 23:39:57.600,6.40436e+10
77.03,7.64343e+09,2.41426e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.52869e+10
82.09,6.95337e+10,2.17304e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.39067e+11
87.48,9.21517e+10,9.96741e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.84303e+11
93.66,5.52691e+10,9.1395e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.10538e+11
98.03,5.16159e+10,1.1145e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.03232e+11
101.6,6.65985e+10,1.51838e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.33197e+11
106.92,9.49558e+10,1.41527e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.89912e+11
114.04,1.22201e+11,1.49998e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.44402e+11
121.11,1.11081e+11,3.76588e+09,0.9565,0.0678,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.1733e+11
128.1,1.02085e+11,3.74653e+09,0.905,0.0706,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.94472e+11
135.28,9.97694e+10,3.93982e+09,0.9128,0.0767,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.90839e+11
144.43,8.89802e+10,3.5953e+09,1.1863,0.0901,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.94537e+11
155.16,6.87874e+10,3.77804e+09,1.0723,0.1141,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.42548e+11
165.98,6.06679e+10,4.53849e+09,1.5318,0.1946,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.53599e+11
178.98,4.86018e+10,3.61911e+09,1.1603,0.1622,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.04994e+11
193.61,6.69431e+10,4.23637e+09,2.0111,0.2047,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.01572e+11
208.02,5.07884e+10,3.74423e+09,1.1466,0.1664,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.09022e+11
222.38,7.79503e+10,4.21192e+09,1.5148,0.1422,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.96029e+11
239.48,1.07797e+11,4.23397e+09,1.9702,0.1236,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,3.20179e+11
257.98,1.23315e+11,4.95706e+09,2.2995,0.1406,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,4.06878e+11
276.53,9.82375e+10,5.02571e+09,1.3839,0.1229,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.34188e+11
295.73,1.27357e+11,5.83147e+09,2.0521,0.1444,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,3.88706e+11
316.35,1.30352e+11,5.80584e+09,1.4623,0.1114,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,3.20966e+11
337.47,1.37371e+11,6.06164e+09,0.8697,0.0824,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.56843e+11
358.98,1.46239e+11,6.2073e+09,0.9478,0.083,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.84844e+11
382.03,1.32679e+11,6.95436e+09,1.0375,0.1072,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.70333e+11
407.98,9.81887e+10,6.46516e+09,0.6675,0.1118,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.6373e+11
432.91,1.02199e+11,7.2785e+09,1.2204,0.161,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,2.26923e+11
459.01,8.01248e+10,6.55219e+09,0.9602,0.1598,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.57061e+11
486.54,7.39772e+10,7.22808e+09,0.9062,0.1881,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.41015e+11
515.2,6.0447e+10,7.44707e+09,1.204,0.2772,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.33225e+11
545.18,5.10847e+10,6.97196e+09,1.0858,0.2882,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.06552e+11
575.44,3.09224e+10,7.32328e+09,0.3571,0.3313,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,4.19648e+10
606.69,5.09258e+10,8.58969e+09,2.3335,0.6065,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.69761e+11
639.88,4.26633e+10,9.24102e+09,1.0484,0.4484,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,8.73915e+10
673.76,3.64195e+10,1.16619e+10,0.2273,0.3748,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,4.46977e+10
706.92,4.0229e+10,1.12414e+10,2.9206,1.2477,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,1.57722e+11
742.79,2.12629e+10,1.29441e+10,0.5498,0.8896,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,3.29532e+10
764.06,4.6496e+10,4.59388e+09,8.5168,0.8026,1.50474e+09,359.45,30,2017-09-06 23:40:58.800,4.42493e+11
76.92,5.99793e+10,5.97742e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.19959e+11
82.44,7.86362e+10,2.46782e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.57272e+11
87.49,9.14832e+10,9.03646e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.82966e+11
92.36,6.74534e+10,8.01988e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.34907e+11
98.04,4.8629e+10,1.41191e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,9.7258e+10
101.6,7.19646e+10,1.71988e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.43929e+11
106.96,9.77648e+10,1.28451e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.9553e+11
114.42,1.19784e+11,1.70724e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.39568e+11
120.92,1.10091e+11,3.57754e+09,0.9319,0.0645,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.12685e+11
128.09,1.25568e+11,3.98296e+09,1.1523,0.0703,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.7026e+11
135.35,1.16845e+11,4.24773e+09,1.1929,0.0807,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.56229e+11
144.45,9.43004e+10,3.66259e+09,1.1625,0.0859,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.03925e+11
155.17,6.1844e+10,3.97847e+09,1.3109,0.1523,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.42915e+11
165.83,4.76541e+10,3.95222e+09,0.9785,0.1656,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,9.42836e+10
179.09,5.81731e+10,3.88072e+09,2.0057,0.2195,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.74851e+11
193.55,6.59082e+10,4.07935e+09,1.5962,0.1679,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.71111e+11
207.87,5.23725e+10,3.92185e+09,1.2935,0.1786,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.20116e+11
222.89,6.89264e+10,4.23432e+09,1.3523,0.1492,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.62136e+11
239.59,9.97389e+10,4.35914e+09,1.6556,0.1207,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.64867e+11
257.84,1.084e+11,4.83511e+09,1.734,0.126,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.96366e+11
276.79,1.0068e+11,5.01895e+09,1.5454,0.1297,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.56271e+11
295.37,1.246e+11,5.77306e+09,1.615,0.1222,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,3.25829e+11
316.3,1.21354e+11,5.9819e+09,2.0243,0.1543,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,3.67011e+11
337.43,1.38411e+11,6.21139e+09,1.2339,0.1019,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,3.09196e+11
358.52,1.33259e+11,6.03175e+09,0.8253,0.084,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.43238e+11
382.16,1.32544e+11,6.75844e+09,0.8522,0.0949,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.45498e+11
407.69,1.21134e+11,7.13217e+09,0.9933,0.1173,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.41456e+11
432.86,8.89154e+10,6.97526e+09,0.6697,0.1313,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.48462e+11
458.71,7.47572e+10,6.82884e+09,0.8879,0.1738,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.41134e+11
486.68,5.78563e+10,6.64541e+09,0.7533,0.2039,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.01439e+11
515,6.23531e+10,7.56727e+09,1.6519,0.3299,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.65354e+11
545.44,6.43441e+10,7.40133e+09,1.6369,0.3129,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.69669e+11
576.14,2.72172e+10,7.59901e+09,0.9158,0.5443,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,5.21427e+10
606.78,4.55882e+10,8.47819e+09,1.3336,0.4428,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.06385e+11
639.68,3.02712e+10,9.35933e+09,1.0553,0.6551,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,6.22164e+10
672.89,4.13632e+10,1.15138e+10,3.6897,1.602,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,1.93981e+11
706.91,3.01314e+10,1.05285e+10,1.3541,0.8403,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,7.09323e+10
743.98,2.50543e+10,5.91067e+09,2.3131,0.5833,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,8.30074e+10
763.97,1e+06,3.16228e+07,1.1511,9.6423,1.50474e+09,359.45,30,2017-09-06 23:42:00.000,2.1511e+06
76.98,9.44432e+09,2.98422e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.88886e+10
82.52,2.76789e+10,2.7638e+07,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,5.53578e+10
87.48,1.06408e+11,2.19623e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.12816e+11
92.49,7.06226e+10,8.5714e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.41245e+11
98.04,4.96631e+10,1.39924e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,9.93262e+10
101.61,7.34097e+10,1.9349e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.46819e+11
107.2,1.06577e+11,1.35489e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.13154e+11
113.99,1.34779e+11,1.53398e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.69558e+11
121.05,1.17868e+11,3.97656e+09,1.0427,0.0706,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.40769e+11
128.07,1.2043e+11,3.91256e+09,0.9239,0.0626,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.31695e+11
135.29,1.06136e+11,4.09405e+09,1.1147,0.0837,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.24446e+11
144.33,9.48935e+10,3.77885e+09,1.029,0.0812,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.92539e+11
155.3,5.88609e+10,4.10589e+09,1.1693,0.1533,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.27687e+11
165.91,2.86143e+10,4.12348e+09,0.4889,0.2194,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,4.26038e+10
179.13,4.8248e+10,3.77007e+09,1.0298,0.1606,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,9.79338e+10
193.55,6.05754e+10,3.91787e+09,1.2862,0.1508,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.38487e+11
208.11,3.57513e+10,3.60434e+09,0.7484,0.183,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,6.25076e+10
222.73,6.95526e+10,4.0232e+09,1.0654,0.1248,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.43654e+11
239.11,1.07215e+11,4.1509e+09,1.8186,0.1146,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,3.02196e+11
257.87,1.24343e+11,4.93934e+09,1.9395,0.1219,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,3.65506e+11
276.35,1.15067e+11,5.14776e+09,1.7975,0.1287,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,3.219e+11
295.4,1.21907e+11,5.13252e+09,1.4116,0.1024,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.93991e+11
316.15,1.09634e+11,5.51641e+09,1.837,0.1502,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,3.11032e+11
337.4,1.31861e+11,6.3952e+09,1.175,0.1062,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.86798e+11
358.95,1.47516e+11,6.2458e+09,1.0395,0.0873,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,3.00859e+11
382.14,1.39856e+11,6.18988e+09,0.9329,0.0855,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.70328e+11
407.63,1.3541e+11,6.82512e+09,1.1437,0.1085,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.90278e+11
433.01,9.6953e+10,7.1493e+09,0.8678,0.1384,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.81089e+11
458.97,7.8137e+10,6.8344e+09,0.7831,0.1586,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.39326e+11
487.02,7.77592e+10,6.48671e+09,0.8693,0.1576,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.45355e+11
514.67,6.96662e+10,7.28501e+09,1.6638,0.2886,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.85577e+11
545.01,5.01215e+10,7.04333e+09,1.0755,0.2958,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.04027e+11
575.35,6.51037e+10,8.76354e+09,2.5126,0.5093,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.28683e+11
606.54,4.69566e+10,9.15068e+09,2.7018,0.812,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.73824e+11
639.94,5.41324e+10,9.84702e+09,2.5337,0.7059,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.91288e+11
672.83,4.49552e+10,3.78585e+09,2.224,0.1906,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,1.44936e+11
707.79,5.6274e+10,5.06695e+09,4.7689,0.414,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,3.24639e+11
742.43,2.69016e+10,8.47746e+08,6.6724,0.2084,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,2.064e+11
764,9.37217e+10,8.97417e+09,7.0319,0.62,1.50474e+09,359.45,30,2017-09-06 23:42:57.600,7.52763e+11
77.02,9.89547e+09,9.8952e+07,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.97909e+10
82.33,3.3334e+10,3.30221e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,6.6668e+10
87.48,9.47411e+10,1.9062e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.89482e+11
92.65,6.84861e+10,1.00267e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.36972e+11
98.13,4.29473e+10,2.705e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,8.58946e+10
101.63,6.95877e+10,2.0027e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.39175e+11
107.16,1.08819e+11,1.53197e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.17638e+11
113.87,1.27025e+11,1.57663e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.5405e+11
121.11,1.12069e+11,4.05893e+09,1.0382,0.0746,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.28419e+11
128.42,1.15481e+11,4.10778e+09,0.983,0.0705,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.28999e+11
135.4,1.14133e+11,4.52848e+09,1.258,0.0916,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.57712e+11
144.28,9.65831e+10,3.86727e+09,1.1887,0.088,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.11391e+11
155.03,6.17456e+10,3.94122e+09,1.0977,0.1363,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.29524e+11
166.05,3.67746e+10,4.17098e+09,1.0405,0.2339,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,7.50386e+10
179.04,5.22879e+10,3.72514e+09,1.182,0.1584,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.14092e+11
193.45,5.17556e+10,3.57551e+09,1.2153,0.1586,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.14654e+11
207.99,2.83752e+10,3.41581e+09,0.614,0.2022,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,4.57976e+10
222.57,6.34341e+10,4.07666e+09,1.0102,0.1339,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.27515e+11
239.24,1.0333e+11,4.22887e+09,1.8534,0.123,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.94842e+11
258.01,1.27813e+11,4.69108e+09,1.5963,0.098,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,3.31841e+11
276.56,1.33269e+11,5.17077e+09,2.149,0.1296,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,4.19664e+11
295.25,1.31712e+11,5.46243e+09,1.5641,0.1081,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,3.37723e+11
316.38,1.28344e+11,5.63388e+09,2.4459,0.1626,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,4.42261e+11
337.56,1.10941e+11,6.46753e+09,1.4161,0.1422,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.68045e+11
358.58,1.40698e+11,5.6972e+09,0.9656,0.0793,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.76556e+11
381.86,1.25644e+11,6.24705e+09,0.817,0.0911,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.28295e+11
407.33,1.29668e+11,6.35304e+09,0.9412,0.095,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,2.51712e+11
432.83,9.2763e+10,7.12406e+09,0.8565,0.1422,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.72215e+11
458.74,8.28778e+10,6.95672e+09,1.0909,0.176,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.73289e+11
486.99,6.3799e+10,6.61015e+09,0.8845,0.1987,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.20229e+11
514.99,3.37438e+10,6.92357e+09,0.1233,0.2349,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,3.79044e+10
544.97,4.43113e+10,6.647e+09,0.8682,0.2835,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,8.27824e+10
575.75,2.42654e+10,5.97879e+09,0.744,0.4055,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,4.23189e+10
606.67,4.00619e+10,8.37177e+09,1.895,0.6316,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.15979e+11
639.61,2.48068e+10,7.64519e+09,0.9994,0.6331,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,4.95987e+10
672.87,3.93452e+10,9.85117e+09,2.8096,1.0866,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.49889e+11
706.76,1.1887e+10,2.39585e+09,0.01,0.01,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.20059e+10
742.67,2.69826e+10,8.43325e+09,3.3465,1.5967,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,1.1728e+11
764.02,8.66673e+10,8.4123e+09,8.3635,0.6832,1.50474e+09,359.45,30,2017-09-06 23:43:58.800,8.11509e+11
76.99,1.18902e+10,3.75657e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.37804e+10
82.4,3.32205e+10,3.3165e+07,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,6.6441e+10
87.51,1.03995e+11,1.99704e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.0799e+11
92.74,7.16145e+10,7.84748e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.43229e+11
98.1,5.22195e+10,1.29758e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.04439e+11
101.69,7.66741e+10,2.89695e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.53348e+11
106.94,1.025e+11,1.47828e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.05e+11
113.97,1.24084e+11,1.5829e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.48168e+11
121.22,1.11711e+11,3.9736e+09,0.9407,0.0709,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.16798e+11
128.11,1.17858e+11,4.27931e+09,1.1128,0.0783,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.4901e+11
135.41,1.05106e+11,4.38962e+09,0.9068,0.0811,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.00416e+11
144.4,1.11918e+11,4.18108e+09,1.2594,0.0855,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.52868e+11
155.2,6.47209e+10,4.11735e+09,0.8167,0.1166,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.17578e+11
166.05,3.29124e+10,4.19402e+09,0.3284,0.1717,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,4.37208e+10
179.18,4.69088e+10,4.14104e+09,1.0496,0.1836,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,9.61443e+10
193.53,5.95813e+10,4.28579e+09,1.28,0.1701,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.35845e+11
208.41,4.30633e+10,4.22822e+09,1.4149,0.2498,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.03994e+11
222.61,8.21211e+10,4.23411e+09,1.3036,0.1233,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.89174e+11
239.21,1.13554e+11,4.45365e+09,1.5086,0.1025,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.84862e+11
257.83,1.30729e+11,4.91836e+09,1.7359,0.1074,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,3.57661e+11
276.59,1.5377e+11,5.67093e+09,2.2096,0.1258,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,4.9354e+11
295.44,1.47378e+11,6.1043e+09,2.0642,0.1325,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,4.51596e+11
316.53,1.26746e+11,5.67988e+09,1.543,0.116,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,3.22315e+11
337.49,1.24014e+11,7.292e+09,2.1197,0.1926,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,3.86886e+11
358.94,1.31361e+11,6.84583e+09,1.2157,0.1155,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.91057e+11
380.75,1.3357e+11,6.86289e+09,0.7055,0.089,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.27804e+11
407.7,1.18504e+11,6.694e+09,0.8864,0.1085,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.23546e+11
432.7,1.08243e+11,7.36112e+09,0.8559,0.1279,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.00888e+11
458.59,9.88328e+10,7.72513e+09,1.2332,0.1756,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.20713e+11
486.77,8.78202e+10,7.83724e+09,1.3796,0.217,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.08977e+11
514.93,6.73112e+10,7.7368e+09,0.937,0.2231,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.30382e+11
545.22,3.99112e+10,7.33023e+09,0.2962,0.244,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,5.17329e+10
575.93,2.11753e+10,6.17704e+09,0.2607,0.3706,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,2.66957e+10
606.65,3.48134e+10,8.37224e+09,0.5125,0.375,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,5.26553e+10
639.74,4.6887e+10,9.77007e+09,2.9002,0.9297,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.82869e+11
673.01,5.45175e+10,9.26709e+09,1.1963,0.2719,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.19737e+11
706.3,1.11095e+11,3.41639e+09,5.0368,0.1471,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,6.70658e+11
745.67,1.08631e+11,3.37206e+09,5.3095,0.1563,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,6.85407e+11
764.08,1.06714e+11,3.34679e+09,8.8111,0.2592,1.50474e+09,359.45,30,2017-09-06 23:45:00.000,1.04698e+12
76.9,1.37314e+10,1.35959e+10,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.74628e+10
82.75,4.12645e+10,4.12371e+07,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,8.2529e+10
87.47,1.11365e+11,1.73066e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.2273e+11
93,7.19543e+10,7.89151e+08,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,1.43909e+11
97.95,5.48943e+10,1.50712e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,1.09789e+11
101.59,8.59853e+10,2.23434e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,1.71971e+11
107.08,1.03946e+11,1.48983e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.07892e+11
114.02,1.33289e+11,1.65296e+09,1,0,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.66578e+11
121.19,1.17365e+11,3.83658e+09,0.9944,0.0672,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.34073e+11
128.32,1.13253e+11,4.02514e+09,1.0062,0.0717,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.27208e+11
135.39,1.10906e+11,4.38049e+09,1.0971,0.085,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,2.32581e+11
144.35,9.16335e+10,3.68672e+09,0.9432,0.0786,1.50474e+09,359.45,30,2017-09-06 23:45:57.600,1.78062e+11
